user_id,username,email,phone,age,birthday,address,company,job,credit_score,is_active,registered_at,last_login,tags,profile
438804,lidu,aren@example.net,18297166533,24,1962-06-22,陕西省洋县合川陈路t座 276010,联软网络有限公司,网络/在线客服,829,True,2022-02-15T00:15:31,2026-01-25T18:15:35,"['vip', 'banned']","{'avatar': 'https://picsum.photos/626/528', 'bio': '次数之间一切之后个人.', 'website': 'http://www.deng.cn/'}"
967473,xiuying23,xiongwei@example.com,15528043804,64,1968-07-18,天津市汕尾市牧野刘路V座 271829,维涛网络有限公司,房地产客服,309,False,2022-11-03T12:19:02,2026-01-19T17:58:51,[],"{'avatar': 'https://dummyimage.com/348x235', 'bio': '就是在线通过操作欢迎国家.', 'website': 'https://taochen.cn/'}"
240762,eliang,ylei@example.net,13266165234,28,2006-10-15,青海省刚市孝南长春街J座 646297,创联世纪网络有限公司,公关/媒介助理,546,False,2022-06-06T11:43:14,2026-01-16T15:14:31,[],"{'avatar': 'https://dummyimage.com/140x34', 'bio': '要求不断公司由于安全.安全都是等级显示.', 'website': 'https://yuansun.net/'}"
728886,chao38,kzhang@example.org,13129516700,34,1985-11-22,台湾省香港县城东梧州街w座 222214,数字100科技有限公司,信用卡销售,749,True,2023-09-05T01:41:26,2026-01-24T04:42:33,"['premium', 'premium']","{'avatar': 'https://dummyimage.com/627x725', 'bio': '历史可是文件谢谢不同.系统教育解决世界积分都是以下.', 'website': 'http://www.61.cn/'}"
583799,ping54,jing15@example.net,13053939360,33,1997-06-22,四川省秀云市大兴阜新路s座 792774,明腾传媒有限公司,其他,325,True,2024-03-25T12:54:13,2026-01-24T12:16:02,['vip'],"{'avatar': 'https://dummyimage.com/881x1013', 'bio': '国际到了她的什么客户价格必须继续.', 'website': 'https://www.xiuying.cn/'}"
113007,huxiuying,nhou@example.org,13967870701,55,1968-01-29,四川省秀兰市普陀乌鲁木齐路j座 504993,诺依曼软件网络有限公司,保洁,507,True,2023-03-23T15:00:12,2026-02-01T07:25:17,"['banned', 'trial', 'vip']","{'avatar': 'https://dummyimage.com/123x46', 'bio': '希望还是很多技术.', 'website': 'https://yan.cn/'}"
224108,xiadu,gjin@example.net,13001372626,18,1972-03-07,河北省天津市合川蒋街D座 401279,创联世纪传媒有限公司,首席运营官COO,556,True,2023-12-18T22:31:52,2026-01-14T03:37:28,[],"{'avatar': 'https://dummyimage.com/428x720', 'bio': '电子设备免费只要不能一个然后.', 'website': 'http://zhao.cn/'}"
113485,leitao,rwan@example.net,18695980443,32,1991-10-07,台湾省香港县滨城贺街r座 348241,诺依曼软件传媒有限公司,药品市场推广主管/专员,431,True,2025-06-27T00:48:18,2026-01-19T19:14:41,"['vip', 'vip', 'vip']","{'avatar': 'https://placekitten.com/532/722', 'bio': '目前孩子业务更多工具.', 'website': 'http://www.07.cn/'}"
224526,xiazhang,rshen@example.net,15348629039,18,1994-04-04,天津市成市南溪沈阳街S座 443627,易动力网络有限公司,汽车检验/检测,727,True,2025-05-14T10:50:11,2026-01-19T08:43:12,"['vip', 'new']","{'avatar': 'https://dummyimage.com/280x533', 'bio': '因此本站最后.专业价格其实工程.', 'website': 'https://guiyingli.cn/'}"
314411,weitan,yan33@example.org,13386928015,42,1969-06-21,上海市南昌市山亭乌鲁木齐路v座 195683,图龙信息传媒有限公司,漆工,397,False,2021-05-07T23:19:53,2026-01-11T00:35:39,"['vip', 'premium']","{'avatar': 'https://dummyimage.com/789x428', 'bio': '包括不能开发结果任何个人网上其实.', 'website': 'http://ak.cn/'}"
