user_id,username,email,phone,age,birthday,address,company,job,credit_score,is_active,registered_at,last_login,tags,profile
790793,xiulanduan,yongli@example.org,13872521880,29,1999-07-05,上海市杨县平山梁街r座 473539,图龙信息传媒有限公司,停车管理员,849,True,2023-09-09T00:02:49,2026-01-28T13:02:15,['new'],"{'avatar': 'https://picsum.photos/891/541', 'bio': '今年希望提供政府以下.起来资源阅读工作任何资料位置.', 'website': 'http://www.87.cn/'}"
558962,li59,jliao@example.com,13511787383,36,1965-01-28,广西壮族自治区海门市徐汇海门街w座 662978,商软冠联科技有限公司,售前/售后技术支持主管,443,False,2026-01-28T08:56:54,2026-01-21T19:18:47,[],"{'avatar': 'https://dummyimage.com/296x652', 'bio': '企业加入标题.', 'website': 'https://ra.cn/'}"
705821,leiyi,chao92@example.org,15641635668,67,1979-12-01,黑龙江省武汉县东城卜路H座 941511,精芯科技有限公司,专柜彩妆顾问(BA),554,True,2023-12-07T05:46:48,2026-02-15T03:27:45,"['trial', 'new', 'vip']","{'avatar': 'https://dummyimage.com/447x1004', 'bio': '首页只要同时合作最后.应用男人运行以上他的学习如此.', 'website': 'http://dr.cn/'}"
213657,xiulan14,yanyao@example.net,15686702935,36,1988-12-05,重庆市沈阳市华龙吴街H座 647380,富罳传媒有限公司,项目总监,620,False,2025-11-13T17:47:53,2026-01-28T20:42:59,['banned'],"{'avatar': 'https://picsum.photos/532/334', 'bio': '重要无法那么游戏人民信息下载.本站不断需要如此报告同时时间.', 'website': 'http://liangguo.cn/'}"
347528,zhongping,xiulanzhong@example.com,18951577349,55,1970-03-30,福建省旭市璧山南京路u座 976497,明腾科技有限公司,会务/会展专员,781,True,2024-04-25T19:31:10,2026-01-21T06:06:55,[],"{'avatar': 'https://dummyimage.com/839x775', 'bio': '目前自己完全觉得她的有些您的客户.设备可是同时经验美国作品阅读.', 'website': 'http://yangqiang.cn/'}"
896686,xiulan19,xia38@example.org,13149750146,31,1998-05-07,上海市太原县城东东莞街D座 311627,趋势网络有限公司,印刷工,305,True,2025-06-18T10:06:12,2026-02-19T06:50:00,['trial'],"{'avatar': 'https://placekitten.com/890/153', 'bio': '等级男人网站决定可以可以成功.发现国内网络他的.', 'website': 'https://ping.cn/'}"
821450,gang38,gmeng@example.org,13827824281,48,1980-05-22,辽宁省北京市淄川张家港街a座 321205,鑫博腾飞科技有限公司,保险经纪人/保险代理,729,True,2021-03-29T20:21:31,2026-01-24T03:52:21,['vip'],"{'avatar': 'https://placekitten.com/972/676', 'bio': '会员只有设计公司.', 'website': 'http://guiying.cn/'}"
991722,guyong,yong45@example.net,15193384357,18,1984-10-18,香港特别行政区莉市东城宁德路a座 865639,数字100网络有限公司,专业顾问,432,False,2021-07-01T08:09:57,2026-02-02T13:49:14,['new'],"{'avatar': 'https://placekitten.com/980/951', 'bio': '查看很多经营城市日期单位最新.', 'website': 'http://www.qiangtian.com/'}"
575179,wangxiulan,ming32@example.com,15965086075,55,1955-08-05,西藏自治区邯郸市南长李路V座 825398,盟新科技有限公司,药品市场推广主管/专员,710,True,2021-06-17T00:18:28,2026-01-31T01:58:53,['trial'],"{'avatar': 'https://dummyimage.com/501x882', 'bio': '更新更新新闻一次事情.男人支持参加资源电子首页文件.', 'website': 'https://kang.cn/'}"
145224,jiechen,xiuyingqian@example.org,18562545371,31,2006-01-28,山西省兴安盟县华龙兰州路B座 115388,泰麒麟传媒有限公司,保险电销,367,True,2023-02-01T07:20:09,2026-02-13T21:28:42,[],"{'avatar': 'https://dummyimage.com/0x299', 'bio': '只要中国如果教育进行.', 'website': 'https://jing.cn/'}"
801666,guiyingmao,guiying44@example.com,13470083147,44,1996-10-03,天津市平县海陵王街P座 562385,和泰网络有限公司,人力资源信息系统专员,363,True,2022-09-25T22:50:09,2026-01-21T12:32:30,['premium'],"{'avatar': 'https://placekitten.com/989/411', 'bio': '开发以后一个社会其他.', 'website': 'http://www.guiying.org/'}"
502705,jungao,xiangchao@example.com,15986580703,52,1973-06-21,黑龙江省桂花县璧山司路z座 688045,昊嘉科技有限公司,人事总监,676,True,2024-01-26T16:24:18,2026-02-18T04:37:52,['premium'],"{'avatar': 'https://picsum.photos/1004/452', 'bio': '进行用户这里出来大小.环境经济专业直接到了更新.', 'website': 'http://www.yangguiying.cn/'}"
282603,vxiong,taodong@example.org,14573573461,61,1969-10-18,青海省沈阳市吉区蔡路V座 412013,良诺传媒有限公司,房地产店长/经理,480,False,2025-12-26T19:21:27,2026-02-02T09:03:05,[],"{'avatar': 'https://dummyimage.com/3x901', 'bio': '回复主要积分汽车.', 'website': 'http://www.juan.cn/'}"
131640,yang11,mingyu@example.net,18764179775,54,1974-08-14,台湾省天津县滨城哈尔滨街G座 470827,华泰通安科技有限公司,物业管理经理,775,False,2021-07-25T23:41:36,2026-02-08T13:20:10,"['vip', 'new']","{'avatar': 'https://placekitten.com/936/44', 'bio': '合作资源解决应用.地址我的时间地址觉得就是.', 'website': 'http://www.yangming.cn/'}"
508651,zkang,jing57@example.net,14541090215,59,1990-02-13,湖北省福州县徐汇徐路f座 197164,创联世纪传媒有限公司,其他,314,True,2021-03-22T20:46:08,2026-01-31T04:55:53,"['vip', 'vip', 'banned']","{'avatar': 'https://dummyimage.com/17x464', 'bio': '最新方式到了的是参加控制.', 'website': 'https://www.30.cn/'}"
813104,yangqian,chenwei@example.com,15145050827,58,1961-08-27,西藏自治区石家庄县孝南海门街T座 867807,富罳信息有限公司,投资/理财顾问,458,False,2024-10-13T04:06:53,2026-01-23T04:06:59,"['new', 'new', 'trial']","{'avatar': 'https://placekitten.com/195/988', 'bio': '之间内容主要但是原因文章.', 'website': 'https://www.zhoumo.cn/'}"
868708,changyang,ping37@example.org,13784590832,43,1964-04-06,湖南省沈阳市城东广州路u座 255437,通际名联信息有限公司,电信交换工程师,771,True,2024-07-17T11:39:52,2026-02-13T09:52:27,[],"{'avatar': 'https://picsum.photos/459/939', 'bio': '社会发现技术不要.目前喜欢设计生活国内成为欢迎那么.', 'website': 'http://45.cn/'}"
910112,yang84,szhong@example.com,15670532065,35,1974-08-16,安徽省天津县静安汕尾街J座 316293,泰麒麟网络有限公司,塑料工程师,702,False,2021-10-11T08:59:55,2026-02-17T02:12:08,"['trial', 'premium', 'banned']","{'avatar': 'https://dummyimage.com/427x704', 'bio': '事情设备成为管理特别公司来源内容.状态不会出现留言同时.', 'website': 'https://shaoding.cn/'}"
